Index-Map: 
	224	2
	225	2
	226	2
	227	13
	228	13
	229	3
	230	3
	231	3
	232	3
	233	12
	234	2
	235	3
	236	12
	237	12
	238	12
	239	2
	240	2
	241	2
	242	2
	243	2
	244	2
	245	2
	246	2
	247	4
	248	3
	249	3
	250	3
	251	3
	252	3
	253	3
	254	3
	255	3
	256	12
	257	12
	258	12
	259	2
	260	12
	261	12
	262	12
	263	2
	264	2
	265	2
	266	2
	267	2
	268	13
	269	13
	270	13
	271	13
	272	13
	273	3
	274	3
	275	3
	276	3
	277	3
	278	8
	279	8
	280	2
	281	2
	282	0
	283	2
	284	2
	285	2
	286	12
	287	12
	288	12
	289	12
	290	12
	291	12
	292	12
	293	12
	294	2
	295	2
	296	12
	297	2
	298	13
	299	0
	300	12
	301	0
	302	2
	303	8
	304	8
	305	2
	306	4
	307	2
	308	2
	309	3
	310	12
	311	12
	312	12
	313	2
	314	12
	315	2
	316	2
	317	12
	318	2
	319	12
	320	12
	321	2
	322	12
	323	12
	324	12
	325	12
	326	12
	327	12
	328	12
	329	12
	330	12
	331	12
	332	2
	333	12
	334	12
	335	2
	336	2
	337	2
	338	13
	339	13
	340	2
	341	2
	342	3
	343	4
	344	2
	345	3
	346	8
	347	8
	348	14
	349	2
	350	6
	351	2
	352	2
	353	2
	354	3
	355	3
	356	12
	357	12
	358	12
	359	12
	360	2
	361	2
	362	2
	363	2
	364	12
	365	12
	366	12
	367	12
	368	12
	369	2
	370	2
	371	12
	372	12
	373	12
	374	12
	375	12
	376	12
	377	12
	378	12
	379	12
	380	12
	381	2
	382	12
	383	12
	384	12
	385	12
	386	2
	387	2
	388	2
	389	2
	390	2
	391	2
	392	13
	393	13
	394	13
	395	13
	396	2
	397	4
	398	3
	399	3
	400	3
	401	12
	402	0
	403	0
	404	12
	405	12
	406	12
	407	12
	408	12
	409	13
	410	15
	411	13
	412	2
	413	0
	414	12
	415	12
	416	12
	417	12
	418	12
	419	13
	420	2
	421	15
	422	12
	423	12
	424	12
	425	12
	426	13
	427	13
	428	12
	429	12
	430	12
	431	12
	432	12
	433	12
	434	12
	435	12
	436	12
	437	12
	438	12
	439	12
	440	13
	441	2
	442	13
	443	2
	444	2
	445	15
	446	2
	447	12
	448	12
	449	12
	450	13
	451	2
	452	3
	453	2
	454	12
	455	2
	456	2
	457	2
	458	3
	459	14
	460	3
	461	3
	462	12
	463	12
	464	12
	465	12
	466	12
	467	2
	468	2
	469	2
	470	2
	471	0
	472	12
	473	12
	474	12
	475	12
	476	12
	477	12
	478	12
	479	0
	480	12
	481	0
	482	3
	483	3
	484	2
	485	2
	486	2
	487	0
	488	12
	489	12
	490	12
	491	12
	492	0
	493	3
	494	3
	495	2
	496	2
	497	12
	498	12
	499	12
	500	12
	501	2
	502	12
	503	2
	504	3
	505	16
	506	3
	507	14
	508	17
	509	2
	510	2
	511	2
	512	2
	513	12
	514	12
	515	12
	516	12
	517	12
	518	12
	519	2
	520	2
	521	13
	522	2
	523	2
	524	3
	525	18
	526	16
	527	2
	528	12
	529	2
	530	12
	531	12
	532	12
	533	2
	534	13
	535	2
	536	3
	537	3
	538	2
	539	2
	540	12
	541	12
	542	2
	543	13
	544	10
	545	3
	546	3
	547	12
	548	16
	549	12
	550	2
	551	2
	552	12
	553	2
	554	12
	555	12
	556	0
	557	12
	558	12
	559	13
	560	2
	561	0
	562	2
	563	2
	564	19
	565	19
	566	2
	567	2
	568	12
	569	12
	570	2
	571	2
	572	0
	573	12
	574	13
	575	12
	576	12
	577	12
	578	12
	579	4
	580	3
	581	2
	582	12
	583	12
	584	12
	585	12
	586	12
	587	2
	588	2
	589	2
	590	13
	591	2
	592	2
	593	2
	594	2
	595	2
	596	3
	597	3
	598	3
	599	3
	600	12
	601	12
	602	0
	603	12
	604	12
	605	12
	606	12
	607	2
	608	2
	609	13
	610	13
	611	2
	612	2
	613	12
	614	2
	615	2
	616	3
	617	3
	618	12
	619	12
	620	2
	621	12
	622	13
	623	2
	624	3
	625	2
	626	12
	627	12
	628	12
	629	12
	630	12
	631	2
	632	2
	633	2
	634	13
	635	2
	636	2
	637	2
	638	2
	639	2
	640	3
	641	3
	642	3
	643	3
	644	0
	645	0
	646	8
	647	9
	648	0
	649	2
	650	0
	651	0
	652	2
	653	0
	654	0
	655	2
	656	0
	657	0
	658	12
	659	0
	660	0
	661	12
	662	0
	663	0
	664	2
	665	0
	666	12
	667	2
	668	0
	669	0
	670	2
	671	0
	672	0
	673	2
	674	0
	675	20
	676	3
	677	3
	678	3
	679	3
	680	3
	681	3
	682	8
	683	8
	684	8
	685	3
	686	3
	687	2
	688	2
	689	2
	690	2
	691	2
	692	2
	693	2
	694	2
	695	2
	696	2
	697	12
	698	2
	699	12
	700	12
	701	12
	702	12
	703	12
	704	12
	705	12
	706	2
	707	2
	708	2
	709	2
	710	2
	711	12
	712	2
	713	2
	714	2
	715	12
	716	2
	717	2
	718	0
	719	12
	720	2
	721	12
	722	12
	723	12
	724	12
	725	12
	726	12
	727	12
	728	12
	729	12
	730	12
	731	12
	732	12
	733	12
	734	12
	735	12
	736	12
	737	12
	738	12
	739	12
	740	12
	741	12
	742	12
	743	2
	744	12
	745	12
	746	12
	747	2
	748	2
	749	2
	750	12
	751	2
	752	2
	753	2
	754	2
	755	2
	756	13
	757	13
	758	13
	759	13
	760	13
	761	2
	762	12
	763	12
	764	12
	765	12
	766	3
	767	3
	768	12
	769	4
	770	3
	771	11
	772	10
	773	10
	774	11
	775	0
	776	2
	777	2
	778	12
	779	12
	780	2
	781	12
	782	12
	783	12
	784	12
	785	2
	786	12
	787	2
	788	2
	789	2
	790	13
	791	3
	792	3
	793	3

Graph Map: 
0 : 15 11 10 9 
1 : 19 6 
2 : 8 5 1 
3 : 
4 : 3 
5 : 14 6 
6 : 3 
7 : 2 
8 : 19 14 
9 : 20 6 
10 : 18 17 7 
11 : 8 
12 : 4 2 
13 : 18 12 
14 : 3 
15 : 13 7 
16 : 3 
17 : 16 1 
18 : 5 
19 : 3 
20 : 16 4 

